ID,X_Coordinate,Area,Equivalent_Diameter
4301,2354,839,11.928490167451882
4302,2563,56,3.0817578435363155
4303,7750,801,11.655227487793589
4304,14130,257,6.601932173063298
4305,16329,364,7.8569716901796465
4306,15913,1478,15.832216261674471
4307,2074,351,7.715393036437147
4308,1521,114,4.3970046222776284
4309,1961,253,6.550353787839022
4310,2027,4934,28.92704485863006
4311,13407,478,9.003646693902157
4312,2382,36,2.4709032856106115
4313,4010,70,3.445510014170181
4314,1684,655,10.53962469772612
4315,1991,305,7.192078453422444
4316,1552,564,9.780116959108785
4317,1896,709,10.965479165963536
4318,8397,816,11.763852645359702
4319,1935,283,6.927837850649468
4320,2168,2124,18.97936826566252
4321,1383,39,2.5717976788123824
4322,10211,413,8.369114745342383
4323,1803,457,8.803646517852199
4324,2009,18109,55.418112616536746
4325,2044,3710,25.083691527775397
4326,2130,662,10.595793632130302
4327,2339,396,8.195059091626764
4328,2342,373,7.953511482483366
4329,2397,42,2.6688805808143985
4330,2435,387,8.101398197443707
4331,2504,485,9.069333366592604
4332,2667,720,11.05021542490581
4333,1303,614,10.204428383414625
4334,1738,431,8.549547540316269
4335,2515,374,7.964165889781714
4336,3449,1167,14.068245049345682
4337,1279,1464,15.757054417145362
4338,1335,217,6.066446381450652
4339,1663,566,9.797442246310151
4340,1914,70,3.445510014170181
4341,1566,168,5.337761161628797
4342,2432,50,2.91198744818564
4343,2566,244,6.432790528545655
4344,11599,479,9.013059813769296
4345,1762,109,4.299497942608156
4346,2131,64,3.294537714147482
4347,2589,1288,14.77959141324769
4348,1264,1037,13.261537408333298
4349,10271,27,2.139865015633226
4350,1378,34,2.4012863658684456
4351,11307,47,2.823276579523741
4352,2300,440,8.638350763070362
4353,14955,580,9.91787186957627
4354,2062,607,10.146093075980689
4355,2256,404,8.277423564068531
4356,3146,500,9.208512854088177
4357,1638,353,7.737342989853716
4358,1902,2057,18.67762460164017
4359,984,549,9.649185792818484
4360,1835,36,2.4709032856106115
4361,2098,640,10.41824301403078
4362,1996,645,10.458860099898088
4363,2210,472,8.946960002191155
4364,1928,83,3.751833377340816
4365,14027,624,10.28719071524953
4366,2547,710,10.973209501196454
4367,1546,183,5.570960014944464
4368,1718,1096,13.633575689918052
4369,1968,1345,15.103084028327135
4370,2658,106,4.239917723799404
4371,8224,422,8.459812195457866
4372,1527,351,7.715393036437147
4373,2155,717,11.027170112178505
4374,1397,490,9.115962637276931
4375,2323,561,9.754071328421986
4376,1945,345,7.649165261575666
4377,8688,969,12.819361216956642
4378,2073,862,12.090886083668805
4379,2193,1612,16.534345761599297
4380,1246,15807,51.77608673719211
4381,2214,51,2.9409631613399254
4382,2403,1018,13.13948627196798
4383,2508,661,10.58778774233434
4384,2118,382,8.04889344343091
4385,2363,798,11.633380744148102
4386,1494,46,2.793080239899932
4387,2142,2179,19.22352875389603
4388,2385,58,3.136306464957344
4389,2594,162,5.2415774067341525
4390,11324,1059,13.40147117401352
4391,12497,489,9.106655883817131
4392,2414,1446,15.659887687383312
4393,1791,472,8.946960002191155
4394,10864,401,8.246633289112202
4395,9194,73,3.518567821095743
4396,2439,398,8.215727621531164
4397,1236,901,12.361378142788151
4398,1289,119,4.492395434305611
4399,2056,10914,43.02258202038466
4400,1352,728,11.111435923433516
4401,7097,353,7.737342989853716
4402,2001,379,8.017225543154042
4403,1596,882,12.230347282379688
4404,2577,129,4.677344430106473
4405,10272,26,2.0998640115881724
4406,1647,62,3.2426519878032685
4407,1718,545,9.613969668792326
4408,1705,342,7.615835406900053
4409,2614,672,10.675522323257594
4410,1435,523,9.417927457629249
4411,3736,9872,40.917309566713485
4412,1579,438,8.618695787060979
4413,2327,454,8.774702944110855
4414,1911,864,12.104904507024893
4415,348,653,10.523521365635306
4416,11312,1288,14.77959141324769
4417,2508,1430,15.573008305846834
4418,1329,29,2.217703569250547
4419,2134,378,8.006641742443195
4420,1275,102,4.159149989206576
4421,10271,27,2.139865015633226
4422,1887,425,8.489829364381896
4423,11171,305,7.192078453422444
4424,3582,1159,14.019941919448057
4425,1675,600,10.087420422520744
4426,1863,1887,17.8891805207859
4427,2166,807,11.698798583616446
4428,1801,784,11.530881999516186
4429,1919,38,2.538611802300018
4430,2085,539,9.560902273564556
4431,1308,521,9.399902699561908
4432,4500,238,6.353206550737967
4433,14352,507,9.272748401077314
4434,1405,618,10.237613603965976
4435,1752,25,2.0590860713421764
4436,2424,28,2.17913186913936
4437,2485,101,4.138711782034266
4438,1420,701,10.90343918199381
4439,16333,634,10.369292501978824
4440,1473,118,4.473480001095577
4441,1612,568,9.814736950408737
4442,1372,455,8.784361398266553
4443,2965,1136,13.880134106392385
4444,1527,583,9.943488456031703
4445,5926,765,11.390301345679047
4446,1698,379,8.017225543154042
4447,2384,65,3.3201765266184164
4448,1456,420,8.439741438366582
4449,1585,406,8.297886941561243
4450,1614,132,4.731419572575602
4451,1761,87,3.841175258068792
4452,8934,56,3.0817578435363155
4453,7591,393,8.163958185913927
4454,1240,208,5.939312328654335
4455,1410,3181,23.226636918753805
4456,3372,328,7.458326963431081
4457,2621,443,8.66774965949881
4458,1559,618,10.237613603965976
4459,2285,526,9.444900097463728
4460,11789,29,2.217703569250547
4461,2246,76,3.5901392404130914
4462,11565,612,10.187795237258271
4463,1649,2141,19.055170108636933
4464,12308,930,12.558737146308436
4465,2061,141,4.890058479554392
4466,1498,261,6.65311070775164
4467,3291,1267,14.658610458198988
4468,10447,227,6.204651954678348
4469,12571,427,8.509781987351774
4470,2092,2370,20.048351567740426
4471,10271,27,2.139865015633226
4472,3573,61,3.2163952642728275
4473,2367,698,10.880082984129048
4474,2580,8571,38.12591225665474
4475,1373,143,4.924617626719606
4476,1891,957,12.739737085010754
4477,2000,537,9.543147565070775
4478,1277,25,2.0590860713421764
4479,2400,680,10.738879095050551
4480,8362,293,7.049175232931126
4481,2383,587,9.97754159836515
4482,1531,247,6.472215558682369
4483,2155,1294,14.81397592985596
4484,2366,67,3.370869176316927
4485,9901,435,8.589128990532116
4486,7097,353,7.737342989853716
4487,3607,10517,42.23285423420377
4488,10115,1015,13.12011125095102
4489,5536,370,7.921462279660952
4490,10864,401,8.246633289112202
4491,1990,371,7.932159735283897
4492,1899,547,9.631593825966418
4493,2343,440,8.638350763070362
4494,1673,678,10.723074996575289
4495,12130,1148,13.953252087848584
4496,2888,59,3.163228044277087
4497,2594,467,8.899445274339815
4498,2179,849,11.99936714392365
4499,2432,40,2.604560753507695
4500,9901,435,8.589128990532116
4501,1706,497,9.180845752434996
4502,2098,948,12.679690857173451
4503,2555,763,11.375402318575036
4504,14722,1713,17.044457309602613
4505,1276,1638,16.667153885150274
4506,6774,69,3.4208106992026304
4507,1799,1984,18.343209676829836
4508,1841,84,3.7743671137419055
4509,3194,1559,16.26026256281929
4510,10625,28,2.17913186913936
4511,1364,1078,13.521157663798755
4512,14494,1924,18.063713244238425
4513,10704,33,2.365709786287801
4514,1535,894,12.313265840678742
4515,2082,594,10.036856593220891
4516,13327,654,10.531576109536054
4517,1460,493,9.143826062329294
4518,1949,2693,21.37089316306934
4519,2341,472,8.946960002191155
4520,3249,3332,23.771522220269304
4521,1601,29,2.217703569250547
4522,1693,1363,15.203809676858327
4523,9010,121,4.529989356952788
4524,1385,427,8.509781987351774
4525,1066,518,9.372800569057672
4526,1248,185,5.601319694861707
4527,1559,432,8.559460062532905
4528,8934,90,3.9068411302615424
4529,3043,3376,23.927962283891645
4530,2275,79,3.660311464815164
4531,2569,397,8.205399864310227
4532,13014,380,8.027795390253132
4533,15501,36,2.4709032856106115
4534,1409,382,8.04889344343091
4535,1658,464,8.870814277002188
4536,2004,374,7.964165889781714
4537,2467,808,11.706044665812358
4538,15758,793,11.596878047495228
4539,1966,102,4.159149989206576
4540,2491,392,8.153564854919791
4541,2547,199,5.809396713566311
4542,10271,27,2.139865015633226
4543,11380,548,9.640393822161116
4544,8274,210,5.967798402530116
4545,11453,54,3.026226126756223
4546,10272,26,2.0998640115881724
4547,3035,1081,13.539958819110463
4548,1523,359,7.802822377220011
4549,1481,2412,20.225215057901565
4550,2533,266,6.716535504219315
